,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35
0,1,0.9372429681773853,-2.615394128426929,-1.4812486753414305,3.1993156288317834,0.9097804961375605,-2.2231632097982823,-1.6500532482829253,3.970607623734141,-1.5058892307134584,0.21452413108581583,-1.0288194693897625,-0.6992662801031418,-5.39669614094135,2.2747496610377698,5.265519820122357,-1.4945028433354064,-2.176707055094821,2.784359292249226,0.6391153975386815,-1.2412849080911208,2.2518004171908306,4.676021785965897,1.179434067916539,1.0383202105175182,-0.5517552962247497,0.937303633980091,2.9949733595404364,-1.0809174144832805,2.9796131242811246,-2.3036801713102055,2.0683534251085263,-1.5510495459427212,-1.2814543465830797,2.722747911093948,0.2107656032720495
1,1,-1.2155603886201976,-2.672718658382405,-0.15942139927813184,-1.399781762882497,1.164248523808308,-0.6462867291893083,-5.298320721719532,5.030728348085799,-2.0365527770290357,0.8083027590879066,1.08876201705035,2.287572942336127,-7.858297087907355,0.19502482712738645,0.1852740989930598,-2.3402692347346132,1.0109595604038846,1.7604838472007378,-4.3758452268589165,3.744923425034811,1.9246560379013893,7.56030674967742,0.5283958730505152,0.21311037426055687,-0.10045772972273459,1.0660661892784427,0.4380444529444752,1.599695861633788,-1.819600716473437,0.1474685241706808,5.5155077487968684,-1.4403779468432754,0.15207350385515955,-1.0951177558287934,0.9256323144736495
2,0,0.4633093861061325,2.7326804780905114,3.285768428474357,-1.1683975604010768,0.789724654591056,1.0565748036381175,2.7275077252199047,1.8660051269297384,-0.24937205594561135,0.5327979914011973,-1.2024732896419736,5.215773592172706,0.8205787442988849,-3.425119217682902,2.901158375375502,4.248414610968966,0.09975303537902701,0.595452873058804,-1.7455088422396894,-2.4201600269593366,-0.3946931128194614,-6.062578168980842,3.314116966316925,-4.725211090468438,0.23981826694008793,0.3401783048334965,4.046009670592469,-1.5236650216553194,-0.34229211958840267,-0.8761298843518787,0.04626960421197688,3.810056501701689,4.602116332458661,-0.2965029052719145,1.4323944268334803
3,0,-1.3434875322938018,-1.642479357756123,-3.3910221825951594,-1.1019931951081825,0.13539106965612235,-2.2062740686613673,4.401304220766654,-1.0974005502188335,1.5550687845575537,-0.8937067563853462,0.5206536499845702,-2.6198002185716303,1.676277651032194,-1.9343041594490233,-0.7054139493621965,-2.415547367125794,2.805805268916334,0.787389166370706,2.725176601684221,-5.439824177092577,-1.909647526116425,-2.0320559035402597,-0.022573224407972887,-1.361037092743588,0.42352693667049424,1.9741887106014249,-0.894912057165327,-2.8222005288873744,2.6897264048554,0.9722326296711529,-0.08716039905256556,3.5268075683807374,-2.0497780307051303,-3.065753519951408,-2.476573184916484
4,1,0.14974103366962163,-2.3198243534135545,0.02520998912795864,-1.5474861115836627,0.8572657415480891,5.45865459587002,0.5799977148969973,3.944001480326595,-0.7331839783135813,-0.1475319176840147,0.7008328096367995,-1.3799980526666824,-0.49786600733031605,1.0773284920571362,-2.843188097711113,0.2643062486564471,0.2853881525772687,-1.017952141570191,-1.5132227394427968,0.7907402636984534,-0.7089690009985419,2.4202389677951124,-2.6733578023868505,2.6660994381421625,5.531647692169224,1.468231675519981,3.1234680428139296,-0.4970400247690094,-0.01838035671412661,0.2813751840435872,0.23458670288815905,1.500700630788062,-1.190795008667498,1.3728300965688813,-0.7564954224648525
5,0,0.08940537101533501,0.10287154118733585,-0.4228568618848742,0.6832279822799732,-0.43947610915097657,-0.10642732434846217,-3.9234574138828595,1.7970248533541366,-0.0777573394105097,4.974400985234703,-4.050344629850165,0.6434735883439497,-1.843915463086364,0.6771634396976376,0.43241012412442614,-0.5016361857834376,3.625271512383275,0.46895159742849046,1.5330246610557365,2.4978894129736524,-0.15935236120280735,1.4496468857153912,-4.5332343302121085,-2.1985240905463614,-0.6167245480390379,5.92764026382656,-3.693657505274023,1.2161534547080115,1.6072383589730264,-0.7808194544505218,0.26562525726788216,0.2465425192871046,-0.28079210991730275,1.3763918709713352,1.8743651074870025
6,0,-1.8851745823672341,6.527986091850706,-2.0261220337097177,0.9704428144369102,0.34115975352862,2.004695833257881,1.8842684160136294,1.766855041692754,2.268534348367393,0.3259132627764388,1.4152622513381932,4.424877756715193,3.682671631839983,-0.35303913768767775,1.488285594233398,-0.4732797406831106,0.24121490870425208,-1.0850436635874123,-1.3216178471023643,-1.153447810820811,-3.771969806393614,-2.708148462797532,-0.9614294562594191,0.36312963893242095,3.791871713439744,-0.2599039729068889,2.797773713901685,-2.2677655681630045,0.15695706716244562,1.9954165402460744,-3.176753626483597,2.476275300877233,0.12057565481800032,-0.564479756301329,-0.9734777770182522
7,0,-1.3172396013060594,2.7980608867548744,3.4518839614105,4.303589945607387,-0.8035712798046151,-5.224849473972522,-2.7152633423034698,1.7746033411926883,-2.991958552743793,0.08312415374926058,-1.8526205352944491,10.893732361907626,-5.528082041598379,5.745798757650936,3.6954277355882232,0.597948098306131,-4.0021781751549375,2.6769674003191164,-0.8415711903573316,1.0406737756743327,-0.12159062460179687,2.468950141370861,1.6801871234065544,6.043678510543435,-4.000415018925702,1.4875903047360441,-3.5225846332322015,-1.1472059285704879,1.168115261835344,0.5157899988707493,3.067430610260744,-3.420832885888172,0.753082567436309,7.617952285548698,2.054033252774393
8,1,-2.099323509522045,1.2167427909914397,-2.6774293864159087,1.5754325769995658,-0.5268291279720222,0.5409949485785385,-2.128692020782421,0.04113507158109065,1.2100030949975817,-2.9743299031790547,0.2842666605041046,0.8514708310272465,3.7453677446690814,5.470642550618358,-2.4753625816727465,-1.4390052359040133,1.0159586420926432,-0.588561662902617,-0.61578081763794,1.9463771915677341,-3.495177232161234,2.602121323278235,-3.0886184119232984,5.114571966952256,0.9532349528351692,0.1796776727145034,-0.09038309688528826,-0.14351498449528197,0.08198984941141176,3.4692542123343757,-3.2105549819134813,-2.0233601981010603,-1.9691390199252683,3.3456526455830295,-0.3394962312495598
9,1,-0.3129825289567079,-0.2027418280940404,-0.1085164541337292,-2.8605600174379004,4.4625928092581155,-0.729516369395758,-0.25264365354356405,1.9346420681872978,-0.9402867372662362,-0.8183577716246506,-2.144071744945642,-1.5715309741799768,0.3670508421572179,-0.11769604668108849,1.7763882286936823,0.5761292792992577,-2.8710929653209822,-0.42603084009511105,-3.348810682712294,-0.9282874009170144,1.4790543411668224,-2.765526857040769,0.4725308938187849,-0.8718887762518517,0.14362495993336322,-0.50937312180012,3.614116437389434,1.425403577623654,-1.0228889722983883,-0.9131120995825399,-1.4810652940760574,1.7114681666511495,-0.15527212406978907,-3.555047725011116,0.9573109754740173
10,0,-2.7552653135998812,1.5776391732711976,-7.405662741315848,-1.4252588158180266,4.074433759434982,-0.3788970227543691,-0.023617538592926736,-2.9599188656911095,3.32379954605563,-4.82958944635226,6.378554924460421,-1.957652775195709,9.953176675512792,-0.7598997720009676,-4.148984523415176,-0.7314699696184143,2.037616618713334,0.3676172778609232,0.5515580256962508,-0.8066964335944341,-0.817100420517098,-0.6827520433333798,-3.510049253592246,1.7206710381287613,-1.1238183298714548,-0.652048866277926,-0.3619110704644362,-2.4948543277476496,-1.4877631741095831,6.417040431584575,-3.3522323421741254,0.7410876477904852,-2.73601845677621,-4.31252094258733,-0.5328400839121374
11,1,0.7705487189945729,-5.351000217489726,2.4085677554383618,0.19307201416139028,0.0015784706579620277,0.5848424572571912,-0.33531813118087717,-1.506273613889053,-2.4561975445246556,4.140383844913464,2.7864186040065797,-1.9102934545090098,-2.7517921771355387,-2.7030398472431885,-0.9915453078486041,0.17249723986276802,-0.13119525459861656,1.164404435772769,-1.8900949419841102,1.1338544175409424,2.0666881729497715,-0.2453821316067654,-2.356286800331323,-1.8165295889803514,2.307820395305265,1.4891341760547405,-3.6172053913508684,1.9588787033941082,-1.8323801657582262,-2.140762952220312,3.074347838977278,-1.7163845082120057,0.7600517888865551,1.0685253704384614,0.49840636891095524
12,0,-2.1545804625250335,3.987505563470089,-1.9789602202440675,-0.3646185471890005,1.6623224896966486,-0.08805123921299254,2.093561439560232,-2.439593444471477,1.2611256518671758,3.5522272200935827,5.614014386847436,-0.022087639246834656,2.3360687131159223,-1.9377637301262307,0.03306274076093169,1.49563710777345,-3.6325533370477396,-1.3017276656213248,-1.5690556739341552,-1.8143135720511554,-1.0984988331087817,-2.676793838965323,-3.0446660731982003,-0.3593746275489652,2.608122544342105,-1.1665925836161948,1.9377378560736687,-2.924684501917495,0.07972039527032652,2.0582520274314375,-3.7424535773061205,0.00013275474338077334,4.731260250119974,4.27384065342314,-3.1812963230261153
13,1,-1.0917145375419195,-0.9754975783870254,-2.3661145558171475,-4.637694715755998,1.5791167046799894,-0.5810656496845205,1.0756390141208194,-0.4477749285270663,1.8678218064428738,-2.426772635806972,-0.14599060026667693,-0.5360458519361326,2.9618159074264483,0.4641209174379607,-0.5096243598954029,1.9652414790121644,1.451859963689449,4.038698912554147,-3.7431491760316504,-3.9330363047196273,0.65240509617235,-1.2816865065765823,-1.984738869251515,1.5576447990047417,1.4176684391331718,-2.11040550374739,-0.11499917449544339,-1.0014061113207877,-0.6293589166029586,1.0241000543554735,2.107732485769585,2.388188934859819,-2.6016820999892407,-2.5973406934092833,-2.6318489353706083
14,0,-2.1368876920251627,1.213601658248235,-4.436572839821336,-2.7190179306218782,-3.490797063893995,-0.7444557512385916,0.0848986562886459,3.9420130960602946,0.8754764519462325,-2.4709528916838424,0.557538261973783,-2.286050136313322,0.16321888422757114,0.7524357410767112,-1.546313366030565,-4.528441252616093,-1.0673918741924389,3.859049284295601,-1.5837338555238138,-1.2413489575179084,0.05973176718841813,-1.3602186890012955,-1.6220713835237042,0.8632671760782725,1.9369278265499394,0.694353032043158,0.7975968847957303,-1.7971314090380777,2.170725633822451,2.647221866351806,3.1895545813726387,3.447916219035026,1.177192848699924,2.277483682282616,-0.7754996426554084
15,0,-4.169026399106698,5.999716742848248,-4.024710276589446,3.6612111937583927,-1.951051753887921,0.22576493053474264,0.9047086219586544,2.1638036414506243,1.2777309915567792,1.0708884382677468,1.3939677198608083,6.3154910225665555,1.7622396348631402,2.8215207131677373,4.274610010314921,-6.346758631755682,0.09311929135843178,-0.513590231729418,-0.7639692331578358,-3.065843566337041,-2.718378584719939,-1.0800924829392984,-1.6772527893282352,2.7540276445838865,1.4903990224773371,3.901439102473711,0.47878236056801005,-6.042396512233841,2.5960374678510703,0.5862306565614683,-2.097068704479459,-0.1261588113424874,-3.1385193746323066,2.791889562350293,-5.999849150595623
